Pro Com,Distretto,COMUNE,Residenti al 31/12/2019,data,positivi
82001,Lercara Friddi,Alia,3510,2020-10-19,0
82001,Lercara Friddi,Alia,3510,2020-10-20,0
82001,Lercara Friddi,Alia,3510,2020-10-21,0
82001,Lercara Friddi,Alia,3510,2020-10-22,0
82001,Lercara Friddi,Alia,3510,2020-10-23,0
82001,Lercara Friddi,Alia,3510,2020-10-24,0
82001,Lercara Friddi,Alia,3510,2020-10-26,0
82001,Lercara Friddi,Alia,3510,2020-10-27,0
82001,Lercara Friddi,Alia,3510,2020-10-28,0
82001,Lercara Friddi,Alia,3510,2020-10-29,0
82001,Lercara Friddi,Alia,3510,2020-10-30,3
82001,Lercara Friddi,Alia,3510,2020-10-31,4
82001,Lercara Friddi,Alia,3510,2020-11-02,4
82001,Lercara Friddi,Alia,3510,2020-11-03,6
82001,Lercara Friddi,Alia,3510,2020-11-04,8
82001,Lercara Friddi,Alia,3510,2020-11-05,8
82001,Lercara Friddi,Alia,3510,2020-11-07,9
82001,Lercara Friddi,Alia,3510,2020-11-09,14
82001,Lercara Friddi,Alia,3510,2020-11-10,14
82001,Lercara Friddi,Alia,3510,2020-11-11,18
82001,Lercara Friddi,Alia,3510,2020-11-12,18
82001,Lercara Friddi,Alia,3510,2020-11-13,19
82001,Lercara Friddi,Alia,3510,2020-11-14,19
82001,Lercara Friddi,Alia,3510,2020-11-16,19
82001,Lercara Friddi,Alia,3510,2020-11-17,19
82001,Lercara Friddi,Alia,3510,2020-11-18,19
82001,Lercara Friddi,Alia,3510,2020-11-19,27
82001,Lercara Friddi,Alia,3510,2020-11-20,27
82001,Lercara Friddi,Alia,3510,2020-11-22,27
82001,Lercara Friddi,Alia,3510,2020-11-23,27
82001,Lercara Friddi,Alia,3510,2020-11-24,27
82001,Lercara Friddi,Alia,3510,2020-11-25,27
82001,Lercara Friddi,Alia,3510,2020-11-26,27
82001,Lercara Friddi,Alia,3510,2020-11-27,27
82001,Lercara Friddi,Alia,3510,2020-11-28,27
82001,Lercara Friddi,Alia,3510,2020-11-30,14
82001,Lercara Friddi,Alia,3510,2020-12-01,14
82001,Lercara Friddi,Alia,3510,2020-12-02,18
82001,Lercara Friddi,Alia,3510,2020-12-04,18
82001,Lercara Friddi,Alia,3510,2020-12-05,18
82001,Lercara Friddi,Alia,3510,2020-12-07,18
82001,Lercara Friddi,Alia,3510,2020-12-09,18
82001,Lercara Friddi,Alia,3510,2020-12-10,7
82001,Lercara Friddi,Alia,3510,2020-12-11,9
82001,Lercara Friddi,Alia,3510,2020-12-12,9
82001,Lercara Friddi,Alia,3510,2020-12-14,9
82001,Lercara Friddi,Alia,3510,2020-12-16,9
82001,Lercara Friddi,Alia,3510,2020-12-17,8
82001,Lercara Friddi,Alia,3510,2020-12-18,8
82001,Lercara Friddi,Alia,3510,2020-12-19,8
82001,Lercara Friddi,Alia,3510,2020-12-21,8
82001,Lercara Friddi,Alia,3510,2020-12-22,8
82001,Lercara Friddi,Alia,3510,2020-12-23,9
82001,Lercara Friddi,Alia,3510,2020-12-26,9
82001,Lercara Friddi,Alia,3510,2020-12-29,9
82001,Lercara Friddi,Alia,3510,2020-12-30,9
82001,Lercara Friddi,Alia,3510,2020-12-31,3
82001,Lercara Friddi,Alia,3510,2021-01-05,1
82001,Lercara Friddi,Alia,3510,2021-01-06,1
82001,Lercara Friddi,Alia,3510,2021-01-07,1
82001,Lercara Friddi,Alia,3510,2021-01-08,1
82001,Lercara Friddi,Alia,3510,2021-01-09,1
82001,Lercara Friddi,Alia,3510,2021-01-11,1
82001,Lercara Friddi,Alia,3510,2021-01-12,2
82001,Lercara Friddi,Alia,3510,2021-01-13,2
82001,Lercara Friddi,Alia,3510,2021-01-14,2
82001,Lercara Friddi,Alia,3510,2021-01-15,2
82001,Lercara Friddi,Alia,3510,2021-01-16,2
82001,Lercara Friddi,Alia,3510,2021-01-18,2
82001,Lercara Friddi,Alia,3510,2021-01-19,2
82001,Lercara Friddi,Alia,3510,2021-01-20,2
82001,Lercara Friddi,Alia,3510,2021-01-21,2
82001,Lercara Friddi,Alia,3510,2021-01-22,2
82001,Lercara Friddi,Alia,3510,2021-01-23,2
82001,Lercara Friddi,Alia,3510,2021-01-25,1
82001,Lercara Friddi,Alia,3510,2021-01-26,1
82001,Lercara Friddi,Alia,3510,2021-01-27,1
82001,Lercara Friddi,Alia,3510,2021-01-28,1
82001,Lercara Friddi,Alia,3510,2021-01-29,1
82001,Lercara Friddi,Alia,3510,2021-01-30,1
82001,Lercara Friddi,Alia,3510,2021-02-01,1
82001,Lercara Friddi,Alia,3510,2021-02-02,1
82001,Lercara Friddi,Alia,3510,2021-02-03,0
82001,Lercara Friddi,Alia,3510,2021-02-04,0
82001,Lercara Friddi,Alia,3510,2021-02-05,0
82001,Lercara Friddi,Alia,3510,2021-02-06,0
82001,Lercara Friddi,Alia,3510,2021-02-08,0
82001,Lercara Friddi,Alia,3510,2021-02-09,0
82001,Lercara Friddi,Alia,3510,2021-02-10,0
82001,Lercara Friddi,Alia,3510,2021-02-11,0
82001,Lercara Friddi,Alia,3510,2021-02-12,0
82001,Lercara Friddi,Alia,3510,2021-02-13,0
82001,Lercara Friddi,Alia,3510,2021-02-15,0
82001,Lercara Friddi,Alia,3510,2021-02-16,0
82001,Lercara Friddi,Alia,3510,2021-02-17,0
82001,Lercara Friddi,Alia,3510,2021-02-18,0
82001,Lercara Friddi,Alia,3510,2021-02-19,0
82001,Lercara Friddi,Alia,3510,2021-02-20,0
82001,Lercara Friddi,Alia,3510,2021-02-22,0
82001,Lercara Friddi,Alia,3510,2021-02-23,1
82001,Lercara Friddi,Alia,3510,2021-02-24,1
82002,Petralia Sottana,Alimena,1915,2020-10-19,3
82002,Petralia Sottana,Alimena,1915,2020-10-20,5
82002,Petralia Sottana,Alimena,1915,2020-10-21,12
82002,Petralia Sottana,Alimena,1915,2020-10-22,12
82002,Petralia Sottana,Alimena,1915,2020-10-23,12
82002,Petralia Sottana,Alimena,1915,2020-10-24,14
82002,Petralia Sottana,Alimena,1915,2020-10-26,20
82002,Petralia Sottana,Alimena,1915,2020-10-27,21
82002,Petralia Sottana,Alimena,1915,2020-10-28,26
82002,Petralia Sottana,Alimena,1915,2020-10-29,26
82002,Petralia Sottana,Alimena,1915,2020-10-30,26
82002,Petralia Sottana,Alimena,1915,2020-10-31,28
82002,Petralia Sottana,Alimena,1915,2020-11-02,29
82002,Petralia Sottana,Alimena,1915,2020-11-03,27
82002,Petralia Sottana,Alimena,1915,2020-11-04,27
82002,Petralia Sottana,Alimena,1915,2020-11-05,28
82002,Petralia Sottana,Alimena,1915,2020-11-07,32
82002,Petralia Sottana,Alimena,1915,2020-11-09,27
82002,Petralia Sottana,Alimena,1915,2020-11-10,26
82002,Petralia Sottana,Alimena,1915,2020-11-11,26
82002,Petralia Sottana,Alimena,1915,2020-11-12,21
82002,Petralia Sottana,Alimena,1915,2020-11-13,18
82002,Petralia Sottana,Alimena,1915,2020-11-14,14
82002,Petralia Sottana,Alimena,1915,2020-11-16,7
82002,Petralia Sottana,Alimena,1915,2020-11-17,4
82002,Petralia Sottana,Alimena,1915,2020-11-18,4
82002,Petralia Sottana,Alimena,1915,2020-11-19,2
82002,Petralia Sottana,Alimena,1915,2020-11-20,2
82002,Petralia Sottana,Alimena,1915,2020-11-22,1
82002,Petralia Sottana,Alimena,1915,2020-11-23,1
82002,Petralia Sottana,Alimena,1915,2020-11-24,1
82002,Petralia Sottana,Alimena,1915,2020-11-25,1
82002,Petralia Sottana,Alimena,1915,2020-11-26,1
82002,Petralia Sottana,Alimena,1915,2020-11-27,1
82002,Petralia Sottana,Alimena,1915,2020-11-28,1
82002,Petralia Sottana,Alimena,1915,2020-11-30,2
82002,Petralia Sottana,Alimena,1915,2020-12-01,2
82002,Petralia Sottana,Alimena,1915,2020-12-02,9
82002,Petralia Sottana,Alimena,1915,2020-12-04,9
82002,Petralia Sottana,Alimena,1915,2020-12-05,9
82002,Petralia Sottana,Alimena,1915,2020-12-07,12
82002,Petralia Sottana,Alimena,1915,2020-12-09,14
82002,Petralia Sottana,Alimena,1915,2020-12-10,14
82002,Petralia Sottana,Alimena,1915,2020-12-11,19
82002,Petralia Sottana,Alimena,1915,2020-12-12,21
82002,Petralia Sottana,Alimena,1915,2020-12-14,19
82002,Petralia Sottana,Alimena,1915,2020-12-16,20
82002,Petralia Sottana,Alimena,1915,2020-12-17,20
82002,Petralia Sottana,Alimena,1915,2020-12-18,21
82002,Petralia Sottana,Alimena,1915,2020-12-19,21
82002,Petralia Sottana,Alimena,1915,2020-12-21,21
82002,Petralia Sottana,Alimena,1915,2020-12-22,20
82002,Petralia Sottana,Alimena,1915,2020-12-23,20
82002,Petralia Sottana,Alimena,1915,2020-12-26,20
82002,Petralia Sottana,Alimena,1915,2020-12-29,20
82002,Petralia Sottana,Alimena,1915,2020-12-30,20
82002,Petralia Sottana,Alimena,1915,2020-12-31,20
82002,Petralia Sottana,Alimena,1915,2021-01-05,10
82002,Petralia Sottana,Alimena,1915,2021-01-06,10
82002,Petralia Sottana,Alimena,1915,2021-01-07,10
82002,Petralia Sottana,Alimena,1915,2021-01-08,8
82002,Petralia Sottana,Alimena,1915,2021-01-09,7
82002,Petralia Sottana,Alimena,1915,2021-01-11,0
82002,Petralia Sottana,Alimena,1915,2021-01-12,0
82002,Petralia Sottana,Alimena,1915,2021-01-13,0
82002,Petralia Sottana,Alimena,1915,2021-01-14,0
82002,Petralia Sottana,Alimena,1915,2021-01-15,0
82002,Petralia Sottana,Alimena,1915,2021-01-16,1
82002,Petralia Sottana,Alimena,1915,2021-01-18,1
82002,Petralia Sottana,Alimena,1915,2021-01-19,1
82002,Petralia Sottana,Alimena,1915,2021-01-20,1
82002,Petralia Sottana,Alimena,1915,2021-01-21,1
82002,Petralia Sottana,Alimena,1915,2021-01-22,1
82002,Petralia Sottana,Alimena,1915,2021-01-23,1
82002,Petralia Sottana,Alimena,1915,2021-01-25,1
82002,Petralia Sottana,Alimena,1915,2021-01-26,1
82002,Petralia Sottana,Alimena,1915,2021-01-27,1
82002,Petralia Sottana,Alimena,1915,2021-01-28,1
82002,Petralia Sottana,Alimena,1915,2021-01-29,1
82002,Petralia Sottana,Alimena,1915,2021-01-30,1
82002,Petralia Sottana,Alimena,1915,2021-02-01,1
82002,Petralia Sottana,Alimena,1915,2021-02-02,1
82002,Petralia Sottana,Alimena,1915,2021-02-03,1
82002,Petralia Sottana,Alimena,1915,2021-02-04,1
82002,Petralia Sottana,Alimena,1915,2021-02-05,1
82002,Petralia Sottana,Alimena,1915,2021-02-06,1
82002,Petralia Sottana,Alimena,1915,2021-02-08,1
82002,Petralia Sottana,Alimena,1915,2021-02-09,1
82002,Petralia Sottana,Alimena,1915,2021-02-10,1
82002,Petralia Sottana,Alimena,1915,2021-02-11,1
82002,Petralia Sottana,Alimena,1915,2021-02-12,1
82002,Petralia Sottana,Alimena,1915,2021-02-13,1
82002,Petralia Sottana,Alimena,1915,2021-02-15,1
82002,Petralia Sottana,Alimena,1915,2021-02-16,1
82002,Petralia Sottana,Alimena,1915,2021-02-17,1
82002,Petralia Sottana,Alimena,1915,2021-02-18,1
82002,Petralia Sottana,Alimena,1915,2021-02-19,1
82002,Petralia Sottana,Alimena,1915,2021-02-20,1
82002,Petralia Sottana,Alimena,1915,2021-02-22,1
82002,Petralia Sottana,Alimena,1915,2021-02-23,1
82002,Petralia Sottana,Alimena,1915,2021-02-24,1
82003,Termini Imerese,Aliminusa,1138,2020-10-19,3
82003,Termini Imerese,Aliminusa,1138,2020-10-20,3
82003,Termini Imerese,Aliminusa,1138,2020-10-21,3
82003,Termini Imerese,Aliminusa,1138,2020-10-22,3
82003,Termini Imerese,Aliminusa,1138,2020-10-23,3
82003,Termini Imerese,Aliminusa,1138,2020-10-24,3
82003,Termini Imerese,Aliminusa,1138,2020-10-26,4
82003,Termini Imerese,Aliminusa,1138,2020-10-27,4
82003,Termini Imerese,Aliminusa,1138,2020-10-28,4
82003,Termini Imerese,Aliminusa,1138,2020-10-29,4
82003,Termini Imerese,Aliminusa,1138,2020-10-30,4
82003,Termini Imerese,Aliminusa,1138,2020-10-31,4
82003,Termini Imerese,Aliminusa,1138,2020-11-02,4
82003,Termini Imerese,Aliminusa,1138,2020-11-03,4
82003,Termini Imerese,Aliminusa,1138,2020-11-04,4
82003,Termini Imerese,Aliminusa,1138,2020-11-05,4
82003,Termini Imerese,Aliminusa,1138,2020-11-07,4
82003,Termini Imerese,Aliminusa,1138,2020-11-09,4
82003,Termini Imerese,Aliminusa,1138,2020-11-10,4
82003,Termini Imerese,Aliminusa,1138,2020-11-11,4
82003,Termini Imerese,Aliminusa,1138,2020-11-12,4
82003,Termini Imerese,Aliminusa,1138,2020-11-13,4
82003,Termini Imerese,Aliminusa,1138,2020-11-14,4
82003,Termini Imerese,Aliminusa,1138,2020-11-16,5
82003,Termini Imerese,Aliminusa,1138,2020-11-17,5
82003,Termini Imerese,Aliminusa,1138,2020-11-18,5
82003,Termini Imerese,Aliminusa,1138,2020-11-19,5
82003,Termini Imerese,Aliminusa,1138,2020-11-20,5
82003,Termini Imerese,Aliminusa,1138,2020-11-22,5
82003,Termini Imerese,Aliminusa,1138,2020-11-23,5
82003,Termini Imerese,Aliminusa,1138,2020-11-24,5
82003,Termini Imerese,Aliminusa,1138,2020-11-25,5
82003,Termini Imerese,Aliminusa,1138,2020-11-26,5
82003,Termini Imerese,Aliminusa,1138,2020-11-27,5
82003,Termini Imerese,Aliminusa,1138,2020-11-28,5
82003,Termini Imerese,Aliminusa,1138,2020-11-30,5
82003,Termini Imerese,Aliminusa,1138,2020-12-01,5
82003,Termini Imerese,Aliminusa,1138,2020-12-02,5
82003,Termini Imerese,Aliminusa,1138,2020-12-04,5
82003,Termini Imerese,Aliminusa,1138,2020-12-05,5
82003,Termini Imerese,Aliminusa,1138,2020-12-07,5
82003,Termini Imerese,Aliminusa,1138,2020-12-09,5
82003,Termini Imerese,Aliminusa,1138,2020-12-10,5
82003,Termini Imerese,Aliminusa,1138,2020-12-11,5
82003,Termini Imerese,Aliminusa,1138,2020-12-12,5
82003,Termini Imerese,Aliminusa,1138,2020-12-14,5
82003,Termini Imerese,Aliminusa,1138,2020-12-16,5
82003,Termini Imerese,Aliminusa,1138,2020-12-17,5
82003,Termini Imerese,Aliminusa,1138,2020-12-18,5
82003,Termini Imerese,Aliminusa,1138,2020-12-19,5
82003,Termini Imerese,Aliminusa,1138,2020-12-21,5
82003,Termini Imerese,Aliminusa,1138,2020-12-22,5
82003,Termini Imerese,Aliminusa,1138,2020-12-23,5
82003,Termini Imerese,Aliminusa,1138,2020-12-26,5
82003,Termini Imerese,Aliminusa,1138,2020-12-29,5
82003,Termini Imerese,Aliminusa,1138,2020-12-30,5
82003,Termini Imerese,Aliminusa,1138,2020-12-31,5
82003,Termini Imerese,Aliminusa,1138,2021-01-05,5
82003,Termini Imerese,Aliminusa,1138,2021-01-06,5
82003,Termini Imerese,Aliminusa,1138,2021-01-07,5
82003,Termini Imerese,Aliminusa,1138,2021-01-08,6
82003,Termini Imerese,Aliminusa,1138,2021-01-09,6
82003,Termini Imerese,Aliminusa,1138,2021-01-11,6
82003,Termini Imerese,Aliminusa,1138,2021-01-12,3
82003,Termini Imerese,Aliminusa,1138,2021-01-13,3
82003,Termini Imerese,Aliminusa,1138,2021-01-14,3
82003,Termini Imerese,Aliminusa,1138,2021-01-15,3
82003,Termini Imerese,Aliminusa,1138,2021-01-16,3
82003,Termini Imerese,Aliminusa,1138,2021-01-18,3
82003,Termini Imerese,Aliminusa,1138,2021-01-19,3
82003,Termini Imerese,Aliminusa,1138,2021-01-20,3
82003,Termini Imerese,Aliminusa,1138,2021-01-21,3
82003,Termini Imerese,Aliminusa,1138,2021-01-22,3
82003,Termini Imerese,Aliminusa,1138,2021-01-23,0
82003,Termini Imerese,Aliminusa,1138,2021-01-25,0
82003,Termini Imerese,Aliminusa,1138,2021-01-26,0
82003,Termini Imerese,Aliminusa,1138,2021-01-27,0
82003,Termini Imerese,Aliminusa,1138,2021-01-28,0
82003,Termini Imerese,Aliminusa,1138,2021-01-29,0
82003,Termini Imerese,Aliminusa,1138,2021-01-30,0
82003,Termini Imerese,Aliminusa,1138,2021-02-01,0
82003,Termini Imerese,Aliminusa,1138,2021-02-02,0
82003,Termini Imerese,Aliminusa,1138,2021-02-03,0
82003,Termini Imerese,Aliminusa,1138,2021-02-04,0
82003,Termini Imerese,Aliminusa,1138,2021-02-05,0
82003,Termini Imerese,Aliminusa,1138,2021-02-06,0
82003,Termini Imerese,Aliminusa,1138,2021-02-08,0
82003,Termini Imerese,Aliminusa,1138,2021-02-09,0
82003,Termini Imerese,Aliminusa,1138,2021-02-10,0
82003,Termini Imerese,Aliminusa,1138,2021-02-11,0
82003,Termini Imerese,Aliminusa,1138,2021-02-12,0
82003,Termini Imerese,Aliminusa,1138,2021-02-13,0
82003,Termini Imerese,Aliminusa,1138,2021-02-15,0
82003,Termini Imerese,Aliminusa,1138,2021-02-16,0
82003,Termini Imerese,Aliminusa,1138,2021-02-17,0
82003,Termini Imerese,Aliminusa,1138,2021-02-18,0
82003,Termini Imerese,Aliminusa,1138,2021-02-19,0
82003,Termini Imerese,Aliminusa,1138,2021-02-20,0
82003,Termini Imerese,Aliminusa,1138,2021-02-22,0
82003,Termini Imerese,Aliminusa,1138,2021-02-23,0
82003,Termini Imerese,Aliminusa,1138,2021-02-24,0
82004,Bagheria,Altavilla Milicia,8376,2020-10-19,13
82004,Bagheria,Altavilla Milicia,8376,2020-10-20,13
82004,Bagheria,Altavilla Milicia,8376,2020-10-21,13
82004,Bagheria,Altavilla Milicia,8376,2020-10-22,15
82004,Bagheria,Altavilla Milicia,8376,2020-10-23,15
82004,Bagheria,Altavilla Milicia,8376,2020-10-24,15
82004,Bagheria,Altavilla Milicia,8376,2020-10-26,17
82004,Bagheria,Altavilla Milicia,8376,2020-10-27,19
82004,Bagheria,Altavilla Milicia,8376,2020-10-28,19
82004,Bagheria,Altavilla Milicia,8376,2020-10-29,20
82004,Bagheria,Altavilla Milicia,8376,2020-10-30,21
82004,Bagheria,Altavilla Milicia,8376,2020-10-31,21
82004,Bagheria,Altavilla Milicia,8376,2020-11-02,26
82004,Bagheria,Altavilla Milicia,8376,2020-11-03,26
82004,Bagheria,Altavilla Milicia,8376,2020-11-04,25
82004,Bagheria,Altavilla Milicia,8376,2020-11-05,25
82004,Bagheria,Altavilla Milicia,8376,2020-11-07,24
82004,Bagheria,Altavilla Milicia,8376,2020-11-09,25
82004,Bagheria,Altavilla Milicia,8376,2020-11-10,38
82004,Bagheria,Altavilla Milicia,8376,2020-11-11,38
82004,Bagheria,Altavilla Milicia,8376,2020-11-12,43
82004,Bagheria,Altavilla Milicia,8376,2020-11-13,43
82004,Bagheria,Altavilla Milicia,8376,2020-11-14,43
82004,Bagheria,Altavilla Milicia,8376,2020-11-16,45
82004,Bagheria,Altavilla Milicia,8376,2020-11-17,64
82004,Bagheria,Altavilla Milicia,8376,2020-11-18,45
82004,Bagheria,Altavilla Milicia,8376,2020-11-19,42
82004,Bagheria,Altavilla Milicia,8376,2020-11-20,42
82004,Bagheria,Altavilla Milicia,8376,2020-11-22,43
82004,Bagheria,Altavilla Milicia,8376,2020-11-23,43
82004,Bagheria,Altavilla Milicia,8376,2020-11-24,46
82004,Bagheria,Altavilla Milicia,8376,2020-11-25,41
82004,Bagheria,Altavilla Milicia,8376,2020-11-26,50
82004,Bagheria,Altavilla Milicia,8376,2020-11-27,50
82004,Bagheria,Altavilla Milicia,8376,2020-11-28,47
82004,Bagheria,Altavilla Milicia,8376,2020-11-30,50
82004,Bagheria,Altavilla Milicia,8376,2020-12-01,50
82004,Bagheria,Altavilla Milicia,8376,2020-12-02,46
82004,Bagheria,Altavilla Milicia,8376,2020-12-04,45
82004,Bagheria,Altavilla Milicia,8376,2020-12-05,44
82004,Bagheria,Altavilla Milicia,8376,2020-12-07,46
82004,Bagheria,Altavilla Milicia,8376,2020-12-09,51
82004,Bagheria,Altavilla Milicia,8376,2020-12-10,51
82004,Bagheria,Altavilla Milicia,8376,2020-12-11,51
82004,Bagheria,Altavilla Milicia,8376,2020-12-12,44
82004,Bagheria,Altavilla Milicia,8376,2020-12-14,44
82004,Bagheria,Altavilla Milicia,8376,2020-12-16,41
82004,Bagheria,Altavilla Milicia,8376,2020-12-17,41
82004,Bagheria,Altavilla Milicia,8376,2020-12-18,42
82004,Bagheria,Altavilla Milicia,8376,2020-12-19,42
82004,Bagheria,Altavilla Milicia,8376,2020-12-21,40
82004,Bagheria,Altavilla Milicia,8376,2020-12-22,37
82004,Bagheria,Altavilla Milicia,8376,2020-12-23,30
82004,Bagheria,Altavilla Milicia,8376,2020-12-26,30
82004,Bagheria,Altavilla Milicia,8376,2020-12-29,31
82004,Bagheria,Altavilla Milicia,8376,2020-12-30,31
82004,Bagheria,Altavilla Milicia,8376,2020-12-31,34
82004,Bagheria,Altavilla Milicia,8376,2021-01-05,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-06,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-07,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-08,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-09,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-11,39
82004,Bagheria,Altavilla Milicia,8376,2021-01-12,42
82004,Bagheria,Altavilla Milicia,8376,2021-01-13,42
82004,Bagheria,Altavilla Milicia,8376,2021-01-14,35
82004,Bagheria,Altavilla Milicia,8376,2021-01-15,38
82004,Bagheria,Altavilla Milicia,8376,2021-01-16,36
82004,Bagheria,Altavilla Milicia,8376,2021-01-18,36
82004,Bagheria,Altavilla Milicia,8376,2021-01-19,41
82004,Bagheria,Altavilla Milicia,8376,2021-01-20,48
82004,Bagheria,Altavilla Milicia,8376,2021-01-21,49
82004,Bagheria,Altavilla Milicia,8376,2021-01-22,56
82004,Bagheria,Altavilla Milicia,8376,2021-01-23,59
82004,Bagheria,Altavilla Milicia,8376,2021-01-25,60
82004,Bagheria,Altavilla Milicia,8376,2021-01-26,60
82004,Bagheria,Altavilla Milicia,8376,2021-01-27,56
82004,Bagheria,Altavilla Milicia,8376,2021-01-28,57
82004,Bagheria,Altavilla Milicia,8376,2021-01-29,63
82004,Bagheria,Altavilla Milicia,8376,2021-01-30,67
82004,Bagheria,Altavilla Milicia,8376,2021-02-01,73
82004,Bagheria,Altavilla Milicia,8376,2021-02-02,73
82004,Bagheria,Altavilla Milicia,8376,2021-02-03,71
82004,Bagheria,Altavilla Milicia,8376,2021-02-04,71
82004,Bagheria,Altavilla Milicia,8376,2021-02-05,71
82004,Bagheria,Altavilla Milicia,8376,2021-02-06,77
82004,Bagheria,Altavilla Milicia,8376,2021-02-08,77
82004,Bagheria,Altavilla Milicia,8376,2021-02-09,70
82004,Bagheria,Altavilla Milicia,8376,2021-02-10,61
82004,Bagheria,Altavilla Milicia,8376,2021-02-11,61
82004,Bagheria,Altavilla Milicia,8376,2021-02-12,45
82004,Bagheria,Altavilla Milicia,8376,2021-02-13,44
82004,Bagheria,Altavilla Milicia,8376,2021-02-15,44
82004,Bagheria,Altavilla Milicia,8376,2021-02-16,41
82004,Bagheria,Altavilla Milicia,8376,2021-02-17,36
82004,Bagheria,Altavilla Milicia,8376,2021-02-18,36
82004,Bagheria,Altavilla Milicia,8376,2021-02-19,22
82004,Bagheria,Altavilla Milicia,8376,2021-02-20,22
82004,Bagheria,Altavilla Milicia,8376,2021-02-22,22
82004,Bagheria,Altavilla Milicia,8376,2021-02-23,22
82004,Bagheria,Altavilla Milicia,8376,2021-02-24,22
82005,Palermo,Altofonte,10015,2020-10-19,3
82005,Palermo,Altofonte,10015,2020-10-20,0
82005,Palermo,Altofonte,10015,2020-10-21,0
82005,Palermo,Altofonte,10015,2020-10-22,0
82005,Palermo,Altofonte,10015,2020-10-23,0
82005,Palermo,Altofonte,10015,2020-10-24,29
82005,Palermo,Altofonte,10015,2020-10-26,29
82005,Palermo,Altofonte,10015,2020-10-27,22
82005,Palermo,Altofonte,10015,2020-10-28,22
82005,Palermo,Altofonte,10015,2020-10-29,22
82005,Palermo,Altofonte,10015,2020-10-30,26
82005,Palermo,Altofonte,10015,2020-10-31,26
82005,Palermo,Altofonte,10015,2020-11-02,32
82005,Palermo,Altofonte,10015,2020-11-03,36
82005,Palermo,Altofonte,10015,2020-11-04,35
82005,Palermo,Altofonte,10015,2020-11-05,35
82005,Palermo,Altofonte,10015,2020-11-07,35
82005,Palermo,Altofonte,10015,2020-11-09,35
82005,Palermo,Altofonte,10015,2020-11-10,35
82005,Palermo,Altofonte,10015,2020-11-11,49
82005,Palermo,Altofonte,10015,2020-11-12,49
82005,Palermo,Altofonte,10015,2020-11-13,52
82005,Palermo,Altofonte,10015,2020-11-14,52
82005,Palermo,Altofonte,10015,2020-11-16,61
82005,Palermo,Altofonte,10015,2020-11-17,69
82005,Palermo,Altofonte,10015,2020-11-18,69
82005,Palermo,Altofonte,10015,2020-11-19,69
82005,Palermo,Altofonte,10015,2020-11-20,73
82005,Palermo,Altofonte,10015,2020-11-22,72
82005,Palermo,Altofonte,10015,2020-11-23,72
82005,Palermo,Altofonte,10015,2020-11-24,72
82005,Palermo,Altofonte,10015,2020-11-25,65
82005,Palermo,Altofonte,10015,2020-11-26,65
82005,Palermo,Altofonte,10015,2020-11-27,65
82005,Palermo,Altofonte,10015,2020-11-28,71
82005,Palermo,Altofonte,10015,2020-11-30,71
82005,Palermo,Altofonte,10015,2020-12-01,71
82005,Palermo,Altofonte,10015,2020-12-02,45
82005,Palermo,Altofonte,10015,2020-12-04,42
82005,Palermo,Altofonte,10015,2020-12-05,42
82005,Palermo,Altofonte,10015,2020-12-07,42
82005,Palermo,Altofonte,10015,2020-12-09,42
82005,Palermo,Altofonte,10015,2020-12-10,39
82005,Palermo,Altofonte,10015,2020-12-11,36
82005,Palermo,Altofonte,10015,2020-12-12,36
82005,Palermo,Altofonte,10015,2020-12-14,36
82005,Palermo,Altofonte,10015,2020-12-16,35
82005,Palermo,Altofonte,10015,2020-12-17,35
82005,Palermo,Altofonte,10015,2020-12-18,35
82005,Palermo,Altofonte,10015,2020-12-19,34
82005,Palermo,Altofonte,10015,2020-12-21,34
82005,Palermo,Altofonte,10015,2020-12-22,34
82005,Palermo,Altofonte,10015,2020-12-23,36
82005,Palermo,Altofonte,10015,2020-12-26,38
82005,Palermo,Altofonte,10015,2020-12-29,38
82005,Palermo,Altofonte,10015,2020-12-30,42
82005,Palermo,Altofonte,10015,2020-12-31,42
82005,Palermo,Altofonte,10015,2021-01-05,42
82005,Palermo,Altofonte,10015,2021-01-06,45
82005,Palermo,Altofonte,10015,2021-01-07,52
82005,Palermo,Altofonte,10015,2021-01-08,52
82005,Palermo,Altofonte,10015,2021-01-09,48
82005,Palermo,Altofonte,10015,2021-01-11,48
82005,Palermo,Altofonte,10015,2021-01-12,48
82005,Palermo,Altofonte,10015,2021-01-13,48
82005,Palermo,Altofonte,10015,2021-01-14,48
82005,Palermo,Altofonte,10015,2021-01-15,48
82005,Palermo,Altofonte,10015,2021-01-16,48
82005,Palermo,Altofonte,10015,2021-01-18,48
82005,Palermo,Altofonte,10015,2021-01-19,48
82005,Palermo,Altofonte,10015,2021-01-20,48
82005,Palermo,Altofonte,10015,2021-01-21,48
82005,Palermo,Altofonte,10015,2021-01-22,48
82005,Palermo,Altofonte,10015,2021-01-23,69
82005,Palermo,Altofonte,10015,2021-01-25,69
82005,Palermo,Altofonte,10015,2021-01-26,69
82005,Palermo,Altofonte,10015,2021-01-27,69
82005,Palermo,Altofonte,10015,2021-01-28,69
